title,star_rating,content_rating,genre,duration,actors_list
The Illusionist,7.6,PG-13,Drama,110,"[u'Edward Norton', u'Jessica Biel', u'Paul Giamatti']"
Superbad,7.6,R,Comedy,113,"[u'Michael Cera', u'Jonah Hill', u'Christopher Mintz-Plasse']"
The Godfather: Part III,7.6,R,Crime,162,"[u'Al Pacino', u'Diane Keaton', u'Andy Garcia']"
The Royal Tenenbaums,7.6,R,Comedy,110,"[u'Gene Hackman', u'Gwyneth Paltrow', u'Anjelica Huston']"
The Jungle Book,7.6,APPROVED,Animation,78,"[u'Phil Harris', u'Sebastian Cabot', u'Louis Prima']"
Thank You for Smoking,7.6,R,Comedy,92,"[u'Aaron Eckhart', u'Cameron Bright', u'Maria Bello']"
Man Bites Dog,7.6,NC-17,Comedy,95,"[u'Beno\xeet Poelvoorde', u'Jacqueline Poelvoorde-Pappaert', u'Nelly Pappaert']"
A Few Good Men,7.6,R,Drama,138,"[u'Tom Cruise', u'Jack Nicholson', u'Demi Moore']"
The Legend of Drunken Master,7.6,R,Action,102,"[u'Jackie Chan', u'Ho-Sung Pak', u'Lung Ti']"
The Kite Runner,7.6,PG-13,Drama,128,"[u'Khalid Abdalla', u'Ahmad Khan Mahmoodzada', u'Atossa Leoni']"
When Harry Met Sally...,7.6,R,Comedy,96,"[u'Billy Crystal', u'Meg Ryan', u'Carrie Fisher']"
Munich,7.6,R,Drama,164,"[u'Eric Bana', u'Daniel Craig', u'Marie-Jos\xe9e Croze']"
House of Sand and Fog,7.6,R,Drama,126,"[u'Jennifer Connelly', u'Ben Kingsley', u'Ron Eldard']"
Lethal Weapon,7.6,R,Action,110,"[u'Mel Gibson', u'Danny Glover', u'Gary Busey']"
Animal House,7.6,R,Comedy,109,"[u'John Belushi', u'Karen Allen', u'Tom Hulce']"
Lord of War,7.6,R,Crime,122,"[u'Nicolas Cage', u'Ethan Hawke', u'Jared Leto']"
Blow,7.6,R,Biography,124,"[u'Johnny Depp', u'Pen\xe9lope Cruz', u'Franka Potente']"
Sherlock Holmes,7.6,PG-13,Action,128,"[u'Robert Downey Jr.', u'Jude Law', u'Rachel McAdams']"
Harry Potter and the Goblet of Fire,7.6,PG-13,Adventure,157,"[u'Daniel Radcliffe', u'Emma Watson', u'Rupert Grint']"
La piel que habito,7.6,R,Thriller,120,"[u'Antonio Banderas', u'Elena Anaya', u'Jan Cornet']"
The Crow,7.6,R,Action,102,"[u'Brandon Lee', u'Michael Wincott', u'Rochelle Davis']"
West Side Story,7.6,UNRATED,Crime,152,"[u'Natalie Wood', u'George Chakiris', u'Richard Beymer']"
The Thin Red Line,7.6,R,Drama,170,"[u'Jim Caviezel', u'Sean Penn', u'Nick Nolte']"
American Psycho,7.6,R,Crime,102,"[u'Christian Bale', u'Justin Theroux', u'Josh Lucas']"
The Blind Swordsman: Zatoichi,7.6,R,Action,116,"[u'Takeshi Kitano', u'Tadanobu Asano', u'Yui Natsukawa']"
The Last Temptation of Christ,7.6,R,Drama,164,"[u'Willem Dafoe', u'Harvey Keitel', u'Barbara Hershey']"
The Naked Gun: From the Files of Police Squad!,7.6,PG-13,Comedy,85,"[u'Leslie Nielsen', u'Priscilla Presley', u'O.J. Simpson']"
The Others,7.6,PG-13,Horror,104,"[u'Nicole Kidman', u'Christopher Eccleston', u'Fionnula Flanagan']"
The Party,7.6,PG,Comedy,99,"[u'Peter Sellers', u'Claudine Longet', u'Natalia Borisova']"
Army of Darkness,7.6,R,Comedy,81,"[u'Bruce Campbell', u'Embeth Davidtz', u'Marcus Gilbert']"
The Hurt Locker,7.6,R,Drama,131,"[u'Jeremy Renner', u'Anthony Mackie', u'Brian Geraghty']"
The Raid: Redemption,7.6,R,Action,101,"[u'Iko Uwais', u'Ananda George', u'Ray Sahetapy']"
Volver,7.6,R,Comedy,121,"[u'Pen\xe9lope Cruz', u'Carmen Maura', u'Lola Due\xf1as']"
Following,7.6,R,Mystery,69,"[u'Jeremy Theobald', u'Alex Haw', u'Lucy Russell']"
Kung Fu Panda,7.6,PG,Animation,92,"[u'Jack Black', u'Ian McShane', u'Angelina Jolie']"
Mad Max 2: The Road Warrior,7.6,R,Action,94,"[u'Mel Gibson', u'Bruce Spence', u'Michael Preston']"
Jusan-nin no shikaku,7.6,R,Action,141,"[u'K\xf4ji Yakusho', u'Takayuki Yamada', u'Y\xfbsuke Iseya']"
The Man Who Wasn't There,7.6,R,Crime,116,"[u'Billy Bob Thornton', u'Frances McDormand', u'Michael Badalucco']"
The Counterfeiters,7.6,R,Crime,98,"[u'Karl Markovics', u'August Diehl', u'Devid Striesow']"
The Hunt for Red October,7.6,PG,Action,135,"[u'Sean Connery', u'Alec Baldwin', u'Scott Glenn']"
Lone Survivor,7.6,R,Action,121,"[u'Mark Wahlberg', u'Taylor Kitsch', u'Emile Hirsch']"
A Fish Called Wanda,7.6,R,Comedy,108,"[u'John Cleese', u'Jamie Lee Curtis', u'Kevin Kline']"
The Impossible,7.6,PG-13,Drama,114,"[u'Naomi Watts', u'Ewan McGregor', u'Tom Holland']"
Garden State,7.6,R,Comedy,102,"[u'Zach Braff', u'Peter Sarsgaard', u'Natalie Portman']"
Escape from Alcatraz,7.6,PG,Action,112,"[u'Clint Eastwood', u'Patrick McGoohan', u'Roberts Blossom']"
Apollo 13,7.6,PG,Adventure,140,"[u'Tom Hanks', u'Bill Paxton', u'Kevin Bacon']"
"Lust, Caution",7.6,NC-17,Drama,157,"[u'Tony Chiu Wai Leung', u'Wei Tang', u'Joan Chen']"
Selma,7.6,PG-13,Biography,128,"[u'David Oyelowo', u'Carmen Ejogo', u'Tim Roth']"
Funny Games,7.6,UNRATED,Crime,108,"[u'Susanne Lothar', u'Ulrich M\xfche', u'Arno Frisch']"
The Abyss,7.6,PG-13,Adventure,139,"[u'Ed Harris', u'Mary Elizabeth Mastrantonio', u'Michael Biehn']"
Robin Hood,7.6,G,Animation,83,"[u'Brian Bedford', u'Phil Harris', u'Roger Miller']"
Enemy at the Gates,7.6,R,Drama,131,"[u'Jude Law', u'Ed Harris', u'Joseph Fiennes']"
Falling Down,7.6,R,Crime,113,"[u'Michael Douglas', u'Robert Duvall', u'Barbara Hershey']"
Little Children,7.6,R,Drama,136,"[u'Kate Winslet', u'Jennifer Connelly', u'Patrick Wilson']"
Hunger,7.6,NOT RATED,Biography,96,"[u'Stuart Graham', u'Laine Megaw', u'Brian Milligan']"
Indiana Jones and the Temple of Doom,7.6,PG,Action,118,"[u'Harrison Ford', u'Kate Capshaw', u'Jonathan Ke Quan']"
Ip Man 2,7.6,R,Action,108,"[u'Donnie Yen', u'Xiaoming Huang', u'Sammo Kam-Bo Hung']"
The Little Mermaid,7.6,G,Animation,83,"[u'Jodi Benson', u'Samuel E. Wright', u'Rene Auberjonois']"
"It's a Mad, Mad, Mad, Mad World",7.6,APPROVED,Action,205,"[u'Spencer Tracy', u'Milton Berle', u'Ethel Merman']"
The Reader,7.6,R,Drama,124,"[u'Kate Winslet', u'Ralph Fiennes', u'Bruno Ganz']"
The Omen,7.6,R,Horror,111,"[u'Gregory Peck', u'Lee Remick', u'Harvey Stephens']"
A Royal Affair,7.6,R,Drama,137,"[u'Alicia Vikander', u'Mads Mikkelsen', u'Mikkel Boe F\xf8lsgaard']"
Braindead,7.6,R,Comedy,104,"[u'Timothy Balme', u'Diana Pe\xf1alver', u'Elizabeth Moody']"
Secondhand Lions,7.6,PG,Comedy,109,"[u'Haley Joel Osment', u'Michael Caine', u'Robert Duvall']"
Disconnect,7.6,R,Drama,115,"[u'Jason Bateman', u'Jonah Bobo', u'Haley Ramm']"
A Single Man,7.6,R,Drama,99,"[u'Colin Firth', u'Julianne Moore', u'Matthew Goode']"
Hoosiers,7.6,PG,Drama,114,"[u'Gene Hackman', u'Barbara Hershey', u'Dennis Hopper']"
Moneyball,7.6,PG-13,Biography,133,"[u'Brad Pitt', u'Robin Wright', u'Jonah Hill']"
The Book Thief,7.6,PG-13,Drama,131,"[u'Sophie N\xe9lisse', u'Geoffrey Rush', u'Emily Watson']"
Die Hard: With a Vengeance,7.6,R,Action,131,"[u'Bruce Willis', u'Jeremy Irons', u'Samuel L. Jackson']"
Interview with the Vampire: The Vampire Chronicles,7.6,R,Horror,123,"[u'Brad Pitt', u'Tom Cruise', u'Antonio Banderas']"
Midnight Run,7.6,R,Action,126,"[u'Robert De Niro', u'Charles Grodin', u'Yaphet Kotto']"
An American Werewolf in London,7.6,R,Comedy,97,"[u'David Naughton', u'Jenny Agutter', u'Joe Belcher']"
The Great Debaters,7.6,PG-13,Biography,126,"[u'Denzel Washington', u'Forest Whitaker', u'Kimberly Elise']"
Tucker and Dale vs. Evil,7.6,R,Comedy,89,"[u'Tyler Labine', u'Alan Tudyk', u'Katrina Bowden']"
Dead Man Walking,7.6,R,Crime,122,"[u'Susan Sarandon', u'Sean Penn', u'Robert Prosky']"
The Piano,7.6,R,Drama,121,"[u'Holly Hunter', u'Harvey Keitel', u'Sam Neill']"
The Town,7.6,R,Crime,125,"[u'Ben Affleck', u'Rebecca Hall', u'Jon Hamm']"
Rise of the Planet of the Apes,7.6,PG-13,Action,105,"[u'James Franco', u'Andy Serkis', u'Freida Pinto']"
Boys Don't Cry,7.6,R,Biography,118,"[u'Hilary Swank', u'Chlo\xeb Sevigny', u'Peter Sarsgaard']"
Ice Age,7.6,PG,Animation,81,"[u'Denis Leary', u'John Leguizamo', u'Ray Romano']"
Of Mice and Men,7.6,PG-13,Drama,115,"[u'John Malkovich', u'Gary Sinise', u'Ray Walston']"
Sideways,7.6,R,Comedy,126,"[u'Paul Giamatti', u'Thomas Haden Church', u'Virginia Madsen']"
High Fidelity,7.6,R,Comedy,113,"[u'John Cusack', u'Iben Hjejle', u'Todd Louiso']"
The Meaning of Life,7.6,R,Comedy,107,"[u'John Cleese', u'Terry Gilliam', u'Eric Idle']"
Hugo,7.6,PG,Adventure,126,"[u'Asa Butterfield', u'Chlo\xeb Grace Moretz', u'Christopher Lee']"
Leaving Las Vegas,7.6,R,Drama,111,"[u'Nicolas Cage', u'Elisabeth Shue', u'Julian Sands']"
The Evil Dead,7.6,NC-17,Horror,85,"[u'Bruce Campbell', u'Ellen Sandweiss', u'Richard DeManincor']"
Collateral,7.6,R,Crime,120,"[u'Tom Cruise', u'Jamie Foxx', u'Jada Pinkett Smith']"
"Planes, Trains & Automobiles",7.6,R,Comedy,93,"[u'Steve Martin', u'John Candy', u'Laila Robins']"
Hodejegerne,7.6,R,Crime,100,"[u'Aksel Hennie', u'Synn\xf8ve Macody Lund', u'Nikolaj Coster-Waldau']"
Field of Dreams,7.6,PG,Drama,107,"[u'Kevin Costner', u'James Earl Jones', u'Ray Liotta']"
Batman,7.6,PG-13,Action,126,"[u'Michael Keaton', u'Jack Nicholson', u'Kim Basinger']"
Tell No One,7.6,UNRATED,Crime,131,"[u'Fran\xe7ois Cluzet', u'Marie-Jos\xe9e Croze', u'Andr\xe9 Dussollier']"
Ghost Dog: The Way of the Samurai,7.6,R,Action,116,"[u'Forest Whitaker', u'Henry Silva', u'John Tormey']"
Chaplin,7.6,PG-13,Biography,143,"[u'Robert Downey Jr.', u'Geraldine Chaplin', u'Paul Rhys']"
Keith,7.6,PG-13,Drama,93,"[u'Elisabeth Harnois', u'Jesse McCartney', u'Margo Harshman']"
Juno,7.6,PG-13,Comedy,96,"[u'Ellen Page', u'Michael Cera', u'Jennifer Garner']"
The Assassination of Jesse James by the Coward Robert Ford,7.6,R,Biography,160,"[u'Brad Pitt', u'Casey Affleck', u'Sam Shepard']"
The Fisher King,7.6,R,Comedy,137,"[u'Jeff Bridges', u'Robin Williams', u'Adam Bryant']"
House of Flying Daggers,7.6,PG-13,Action,119,"[u'Ziyi Zhang', u'Takeshi Kaneshiro', u'Andy Lau']"
The Hours,7.6,PG-13,Drama,114,"[u'Meryl Streep', u'Nicole Kidman', u'Julianne Moore']"
The Damned United,7.6,R,Biography,98,"[u'Colm Meaney', u'Henry Goodman', u'David Roper']"
Star Trek: First Contact,7.6,PG-13,Action,111,"[u'Patrick Stewart', u'Jonathan Frakes', u'Brent Spiner']"
The Natural,7.6,PG,Drama,138,"[u'Robert Redford', u'Robert Duvall', u'Glenn Close']"
The Hobbit: The Battle of the Five Armies,7.6,PG-13,Adventure,144,"[u'Ian McKellen', u'Martin Freeman', u'Richard Armitage']"
Equilibrium,7.6,R,Action,107,"[u'Christian Bale', u'Sean Bean', u'Emily Watson']"
August Rush,7.6,PG,Drama,114,"[u'Freddie Highmore', u'Keri Russell', u'Jonathan Rhys Meyers']"
Saving Mr. Banks,7.6,PG-13,Biography,125,"[u'Emma Thompson', u'Tom Hanks', u'Annie Rose Buckley']"
The Hurricane,7.6,R,Biography,146,"[u'Denzel Washington', u'Vicellous Reon Shannon', u'Deborah Kara Unger']"
Jacob's Ladder,7.6,R,Drama,113,"[u'Tim Robbins', u'Elizabeth Pe\xf1a', u'Danny Aiello']"
The Curse of the Were-Rabbit,7.6,G,Animation,85,"[u'Peter Sallis', u'Helena Bonham Carter', u'Ralph Fiennes']"
Christmas Vacation,7.6,PG-13,Comedy,97,"[u'Chevy Chase', u""Beverly D'Angelo"", u'Juliette Lewis']"
"Good Night, and Good Luck.",7.5,PG,Drama,93,"[u'David Strathairn', u'George Clooney', u'Patricia Clarkson']"
Straw Dogs,7.5,UNRATED,Crime,113,"[u'Dustin Hoffman', u'Susan George', u'Peter Vaughan']"
42,7.5,PG-13,Biography,128,"[u'Chadwick Boseman', u'T.R. Knight', u'Harrison Ford']"
Rudy,7.5,PG,Biography,114,"[u'Sean Astin', u'Jon Favreau', u'Ned Beatty']"
Sleepers,7.5,R,Crime,147,"[u'Robert De Niro', u'Kevin Bacon', u'Brad Pitt']"
The Wind That Shakes the Barley,7.5,NOT RATED,Drama,127,"[u'Cillian Murphy', u'Padraic Delaney', u'Liam Cunningham']"
Gangs of New York,7.5,R,Crime,167,"[u'Leonardo DiCaprio', u'Cameron Diaz', u'Daniel Day-Lewis']"
Elizabeth,7.5,R,Biography,124,"[u'Cate Blanchett', u'Geoffrey Rush', u'Christopher Eccleston']"
Green Street Hooligans,7.5,R,Crime,109,"[u'Elijah Wood', u'Charlie Hunnam', u'Claire Forlani']"
Reign Over Me,7.5,R,Drama,124,"[u'Adam Sandler', u'Don Cheadle', u'Jada Pinkett Smith']"
RoboCop,7.5,R,Action,102,"[u'Peter Weller', u'Nancy Allen', u""Dan O'Herlihy""]"
The Life of David Gale,7.5,R,Crime,130,"[u'Kevin Spacey', u'Kate Winslet', u'Laura Linney']"
Life as a House,7.5,R,Drama,125,"[u'Hayden Christensen', u'Kevin Kline', u'Kristin Scott Thomas']"
Despicable Me 2,7.5,PG,Animation,98,"[u'Steve Carell', u'Kristen Wiig', u'Benjamin Bratt']"
Jackie Brown,7.5,R,Crime,154,"[u'Pam Grier', u'Samuel L. Jackson', u'Robert Forster']"
Menace II Society,7.5,R,Crime,97,"[u'Tyrin Turner', u'Larenz Tate', u'June Kyoto Lu']"
The Class,7.5,PG-13,Drama,128,"[u'Fran\xe7ois B\xe9gaudeau', u'Agame Malembo-Emene', u'Ang\xe9lica Sancio']"
Bullets Over Broadway,7.5,R,Comedy,98,"[u'John Cusack', u'Dianne Wiest', u'Jennifer Tilly']"
American Splendor,7.5,R,Biography,101,"[u'Paul Giamatti', u'Shari Springer Berman', u'Harvey Pekar']"
Perfume: The Story of a Murderer,7.5,R,Crime,147,"[u'Ben Whishaw', u'Dustin Hoffman', u'Alan Rickman']"
Cloud Atlas,7.5,R,Drama,172,"[u'Tom Hanks', u'Halle Berry', u'Hugh Grant']"
Marathon Man,7.5,R,Crime,125,"[u'Dustin Hoffman', u'Laurence Olivier', u'Roy Scheider']"
Pinocchio,7.5,APPROVED,Animation,88,"[u'Dickie Jones', u'Christian Rub', u'Mel Blanc']"
The Painted Veil,7.5,PG-13,Drama,125,"[u'Naomi Watts', u'Edward Norton', u'Liev Schreiber']"
A Simple Plan,7.5,R,Crime,121,"[u'Bill Paxton', u'Billy Bob Thornton', u'Bridget Fonda']"
The Conjuring,7.5,R,Horror,112,"[u'Patrick Wilson', u'Vera Farmiga', u'Ron Livingston']"
The Man Who Knew Too Much,7.5,PG,Thriller,120,"[u'James Stewart', u'Doris Day', u'Brenda de Banzie']"
Quiz Show,7.5,PG-13,Drama,133,"[u'Ralph Fiennes', u'John Turturro', u'Rob Morrow']"
American Graffiti,7.5,PG,Comedy,110,"[u'Richard Dreyfuss', u'Ron Howard', u'Paul Le Mat']"
The Bridges of Madison County,7.5,PG-13,Drama,135,"[u'Clint Eastwood', u'Meryl Streep', u'Annie Corley']"
Gallipoli,7.5,PG,Adventure,110,"[u'Mel Gibson', u'Mark Lee', u'Bill Kerr']"
L'illusionniste,7.5,PG,Animation,80,"[u'Jean-Claude Donda', u'Eilidh Rankin', u'Duncan MacNeil']"
Miracle,7.5,PG,Drama,135,"[u'Kurt Russell', u'Patricia Clarkson', u'Nathan West']"
Maria Full of Grace,7.5,R,Crime,101,"[u'Catalina Sandino Moreno', u'Guilied Lopez', u'Orlando Tob\xf3n']"
Scott Pilgrim vs. the World,7.5,PG-13,Action,112,"[u'Michael Cera', u'Mary Elizabeth Winstead', u'Kieran Culkin']"
Pleasantville,7.5,PG-13,Comedy,124,"[u'Tobey Maguire', u'Jeff Daniels', u'Joan Allen']"
Sherlock Holmes: A Game of Shadows,7.5,PG-13,Action,129,"[u'Robert Downey Jr.', u'Jude Law', u'Jared Harris']"
Doubt,7.5,PG-13,Drama,104,"[u'Meryl Streep', u'Philip Seymour Hoffman', u'Amy Adams']"
The Fly,7.5,R,Horror,96,"[u'Jeff Goldblum', u'Geena Davis', u'John Getz']"
The Orphanage,7.5,R,Drama,105,"[u'Bel\xe9n Rueda', u'Fernando Cayo', u'Roger Pr\xedncep']"
Malena,7.5,R,Drama,109,"[u'Monica Bellucci', u'Giuseppe Sulfaro', u'Luciano Federico']"
Three Days of the Condor,7.5,R,Mystery,117,"[u'Robert Redford', u'Faye Dunaway', u'Cliff Robertson']"
[Rec],7.5,R,Horror,78,"[u'Manuela Velasco', u'Ferran Terraza', u'Jorge-Yamam Serrano']"
A Perfect World,7.5,PG-13,Crime,138,"[u'Kevin Costner', u'Clint Eastwood', u'Laura Dern']"
To Catch a Thief,7.5,APPROVED,Mystery,106,"[u'Cary Grant', u'Grace Kelly', u'Jessie Royce Landis']"
Best in Show,7.5,PG-13,Comedy,90,"[u'Fred Willard', u'Eugene Levy', u""Catherine O'Hara""]"
Everything Is Illuminated,7.5,PG-13,Comedy,106,"[u'Elijah Wood', u'Eugene Hutz', u'Boris Leskin']"
A Nightmare on Elm Street,7.5,R,Horror,91,"[u'Heather Langenkamp', u'Johnny Depp', u'Robert Englund']"
The Ice Storm,7.5,R,Drama,112,"[u'Kevin Kline', u'Joan Allen', u'Sigourney Weaver']"
X2,7.5,PG-13,Action,134,"[u'Patrick Stewart', u'Hugh Jackman', u'Halle Berry']"
We Need to Talk About Kevin,7.5,R,Drama,112,"[u'Tilda Swinton', u'John C. Reilly', u'Ezra Miller']"
Felon,7.5,R,Crime,104,"[u'Stephen Dorff', u'Marisol Nichols', u'Vincent Miller']"
Still Alice,7.5,PG-13,Drama,101,"[u'Julianne Moore', u'Alec Baldwin', u'Kristen Stewart']"
Rust and Bone,7.5,R,Drama,120,"[u'Marion Cotillard', u'Matthias Schoenaerts', u'Armand Verdure']"
Freedom Writers,7.5,PG-13,Biography,123,"[u'Hilary Swank', u'Imelda Staunton', u'Patrick Dempsey']"
Legends of the Fall,7.5,R,Drama,133,"[u'Brad Pitt', u'Anthony Hopkins', u'Aidan Quinn']"
Buffalo '66,7.5,R,Comedy,110,"[u'Vincent Gallo', u'Christina Ricci', u'Ben Gazzara']"
The Constant Gardener,7.5,R,Drama,129,"[u'Ralph Fiennes', u'Rachel Weisz', u'Hubert Kound\xe9']"
My Cousin Vinny,7.5,R,Comedy,120,"[u'Joe Pesci', u'Marisa Tomei', u'Ralph Macchio']"
The Texas Chain Saw Massacre,7.5,R,Horror,83,"[u'Marilyn Burns', u'Edwin Neal', u'Allen Danziger']"
Mulan,7.5,G,Animation,88,"[u'Ming-Na Wen', u'Eddie Murphy', u'BD Wong']"
A History of Violence,7.5,R,Crime,96,"[u'Viggo Mortensen', u'Maria Bello', u'Ed Harris']"
Open Range,7.5,R,Action,139,"[u'Kevin Costner', u'Robert Duvall', u'Diego Luna']"
Total Recall,7.5,R,Action,113,"[u'Arnold Schwarzenegger', u'Sharon Stone', u'Michael Ironside']"
Pi,7.5,R,Drama,84,"[u'Sean Gullette', u'Mark Margolis', u'Ben Shenkman']"
The Devil's Backbone,7.5,R,Drama,106,"[u'Marisa Paredes', u'Eduardo Noriega', u'Federico Luppi']"
The Aviator,7.5,PG-13,Biography,170,"[u'Leonardo DiCaprio', u'Cate Blanchett', u'Kate Beckinsale']"
Devil's Advocate,7.5,R,Drama,144,"[u'Keanu Reeves', u'Al Pacino', u'Charlize Theron']"
"The Adventures of Priscilla, Queen of the Desert",7.5,R,Comedy,104,"[u'Hugo Weaving', u'Guy Pearce', u'Terence Stamp']"
Harry Potter and the Half-Blood Prince,7.5,PG,Adventure,153,"[u'Daniel Radcliffe', u'Emma Watson', u'Rupert Grint']"
Fruitvale Station,7.5,R,Biography,85,"[u'Michael B. Jordan', u'Melonie Diaz', u'Octavia Spencer']"
In the Bedroom,7.5,R,Crime,130,"[u'Tom Wilkinson', u'Sissy Spacek', u'Nick Stahl']"
Source Code,7.5,PG-13,Mystery,93,"[u'Jake Gyllenhaal', u'Michelle Monaghan', u'Vera Farmiga']"
Biutiful,7.5,R,Drama,148,"[u'Javier Bardem', u'Maricel \xc1lvarez', u'Hanaa Bouchaib']"
From Russia with Love,7.5,APPROVED,Action,115,"[u'Sean Connery', u'Robert Shaw', u'Lotte Lenya']"
Calvary,7.5,R,Drama,102,"[u'Brendan Gleeson', u""Chris O'Dowd"", u'Kelly Reilly']"
The Mission,7.5,PG,Adventure,125,"[u'Robert De Niro', u'Jeremy Irons', u'Ray McAnally']"
In the Loop,7.5,NOT RATED,Comedy,106,"[u'Tom Hollander', u'Peter Capaldi', u'James Gandolfini']"
The Three Burials of Melquiades Estrada,7.5,R,Adventure,121,"[u'Tommy Lee Jones', u'Barry Pepper', u'Dwight Yoakam']"
Babel,7.5,R,Drama,143,"[u'Brad Pitt', u'Cate Blanchett', u'Gael Garc\xeda Bernal']"
Frenzy,7.5,R,Thriller,116,"[u'Jon Finch', u'Barry Foster', u'Alec McCowen']"
Heavenly Creatures,7.5,R,Biography,99,"[u'Melanie Lynskey', u'Kate Winslet', u'Sarah Peirse']"
Sweeney Todd: The Demon Barber of Fleet Street,7.5,R,Drama,116,"[u'Johnny Depp', u'Helena Bonham Carter', u'Alan Rickman']"
Dracula,7.5,R,Horror,128,"[u'Gary Oldman', u'Winona Ryder', u'Anthony Hopkins']"
Looper,7.5,R,Action,119,"[u'Joseph Gordon-Levitt', u'Bruce Willis', u'Emily Blunt']"
The Proposition,7.5,R,Crime,104,"[u'Ray Winstone', u'Guy Pearce', u'Emily Watson']"
Bullitt,7.5,PG,Action,114,"[u'Steve McQueen', u'Jacqueline Bisset', u'Robert Vaughn']"
Harry Potter and the Sorcerer's Stone,7.5,PG,Adventure,152,"[u'Daniel Radcliffe', u'Rupert Grint', u'Richard Harris']"
2046,7.5,R,Drama,129,"[u'Tony Chiu Wai Leung', u'Ziyi Zhang', u'Faye Wong']"
Transamerica,7.5,R,Adventure,103,"[u'Felicity Huffman', u'Kevin Zegers', u'Fionnula Flanagan']"
Smoke,7.5,R,Comedy,112,"[u'Harvey Keitel', u'William Hurt', u'Giancarlo Esposito']"
Suspiria,7.5,X,Horror,92,"[u'Jessica Harper', u'Stefania Casini', u'Flavio Bucci']"
The Judge,7.5,R,Drama,141,"[u'Robert Downey Jr.', u'Robert Duvall', u'Vera Farmiga']"
Bad Education,7.5,NC-17,Crime,106,"[u'Gael Garc\xeda Bernal', u'Fele Mart\xednez', u'Javier C\xe1mara']"
Up in the Air,7.5,R,Drama,109,"[u'George Clooney', u'Vera Farmiga', u'Anna Kendrick']"
Begin Again,7.5,R,Drama,104,"[u'Keira Knightley', u'Mark Ruffalo', u'Adam Levine']"
Running Scared,7.5,R,Action,122,"[u'Paul Walker', u'Cameron Bright', u'Chazz Palminteri']"
Ghost World,7.5,R,Comedy,111,"[u'Steve Buscemi', u'Thora Birch', u'Scarlett Johansson']"
Witness,7.5,R,Crime,112,"[u'Harrison Ford', u'Kelly McGillis', u'Lukas Haas']"
Trading Places,7.5,R,Comedy,116,"[u'Eddie Murphy', u'Dan Aykroyd', u'Ralph Bellamy']"
Mud,7.5,PG-13,Drama,130,"[u'Matthew McConaughey', u'Tye Sheridan', u'Jacob Lofland']"
Across the Universe,7.5,PG-13,Drama,133,"[u'Evan Rachel Wood', u'Jim Sturgess', u'Joe Anderson']"
Les Miserables,7.5,PG-13,Crime,134,"[u'Liam Neeson', u'Geoffrey Rush', u'Uma Thurman']"
Notes on a Scandal,7.5,R,Drama,92,"[u'Cate Blanchett', u'Judi Dench', u'Andrew Simpson']"
Inside Llewyn Davis,7.5,R,Drama,104,"[u'Oscar Isaac', u'Carey Mulligan', u'John Goodman']"
Brick,7.5,R,Crime,110,"[u'Joseph Gordon-Levitt', u'Lukas Haas', u'Emilie de Ravin']"
Clerks II,7.5,R,Comedy,97,"[u""Brian O'Halloran"", u'Jeff Anderson', u'Rosario Dawson']"
Say Anything...,7.5,PG-13,Comedy,100,"[u'John Cusack', u'Ione Skye', u'John Mahoney']"
Man on the Moon,7.4,R,Biography,118,"[u'Jim Carrey', u'Danny DeVito', u'Gerry Becker']"
Mean Streets,7.4,R,Crime,112,"[u'Robert De Niro', u'Harvey Keitel', u'David Proval']"
Harry Potter and the Order of the Phoenix,7.4,PG-13,Adventure,138,"[u'Daniel Radcliffe', u'Emma Watson', u'Rupert Grint']"
Beetlejuice,7.4,PG,Comedy,92,"[u'Alec Baldwin', u'Geena Davis', u'Michael Keaton']"
"Crazy, Stupid, Love.",7.4,PG-13,Comedy,118,"[u'Steve Carell', u'Ryan Gosling', u'Julianne Moore']"
Excalibur,7.4,R,Adventure,140,"[u'Nigel Terry', u'Helen Mirren', u'Nicholas Clay']"
True Grit,7.4,,Adventure,128,"[u'John Wayne', u'Kim Darby', u'Glen Campbell']"
Labyrinth,7.4,PG,Adventure,101,"[u'David Bowie', u'Jennifer Connelly', u'Toby Froud']"
Alice in Wonderland,7.4,G,Animation,75,"[u'Kathryn Beaumont', u'Ed Wynn', u'Richard Haydn']"
Predestination,7.4,R,Drama,97,"[u'Ethan Hawke', u'Sarah Snook', u'Noah Taylor']"
Much Ado About Nothing,7.4,PG-13,Comedy,111,"[u'Kenneth Branagh', u'Emma Thompson', u'Keanu Reeves']"
A Bridge Too Far,7.4,PG,Drama,175,"[u'Sean Connery', u""Ryan O'Neal"", u'Michael Caine']"
Raising Arizona,7.4,PG-13,Comedy,94,"[u'Nicolas Cage', u'Holly Hunter', u'Trey Wilson']"
The Bucket List,7.4,PG-13,Adventure,97,"[u'Jack Nicholson', u'Morgan Freeman', u'Sean Hayes']"
Terms of Endearment,7.4,R,Comedy,132,"[u'Shirley MacLaine', u'Debra Winger', u'Jack Nicholson']"
Take Shelter,7.4,R,Drama,120,"[u'Michael Shannon', u'Jessica Chastain', u'Shea Whigham']"
Far from Heaven,7.4,PG-13,Drama,107,"[u'Julianne Moore', u'Dennis Quaid', u'Dennis Haysbert']"
Eraserhead,7.4,UNRATED,Drama,89,"[u'Jack Nance', u'Charlotte Stewart', u'Allen Joseph']"
Frances Ha,7.4,R,Comedy,86,"[u'Greta Gerwig', u'Mickey Sumner', u'Adam Driver']"
